pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,EnrichedRML,IsFxModel
ccy://RMG/XMAUSD,10,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XMAUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XMAUSD"" is backfilled or forward filled; earliest time series observation date is 20190821; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>XMAUSD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/XMAUSD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/HNL_TCXF,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HNL_TCXF""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/ZAR1,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ZAR1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/JPY5,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY5""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCZMW,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCZMW""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NZD2,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NZD2""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/WCB,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""WCB""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/FIM,10,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>FIM</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/FIM</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/CNY4,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNY4""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/PYG,10,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>PYG</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/PYG</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/XAC,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAC""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_SAR1,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_SAR1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/NOK_SL,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NOK_SL""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BCC_MAD1,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_MAD1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/XDTUSD,10,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XDTUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XDTUSD"" is backfilled or forward filled; earliest time series observation date is 20200820; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>XDTUSD</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/XDTUSD</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/XAG4,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAG4""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCUSB,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCUSB""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/AIO1,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AIO1""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/SIT,10,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,"<security><calibratedModel><cashModel xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xmlns:xs=""http://www.w3.org/2001/XMLSchema"" xmlns:common=""urn:RiskMetricsDirect:1.0:common-types"" xmlns:xlink=""http://www.w3.org/1999/xlink""><currency>SIT</currency><quantity>1.0</quantity></cashModel></calibratedModel><pricingDataList><pricingData><pricedSecurityName>ccy://RMG/SIT</pricedSecurityName></pricingData></pricingDataList><customBucketList>
<customBucket>
<customDimensionName>TEST_FM_BUCKET1</customDimensionName>
<customBucketValue>testFMBucket</customBucketValue>
</customBucket>
</customBucketList>
</security>",false
ccy://RMG/BOCWST,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCWST""",false,2024-11-20T10:55:10.539884,N/A,false
ccy://RMG/BOCKRW,10,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCKRW""",false,2024-11-20T10:55:10.539884,N/A,false
