pricedSecurityName,PartitionKey,AsOfDate,FxHedgingPercent,EnrichmentStatus,InputModel,OutputModel,EnrichmentInputId,EnrichmentInputIdType,EnrichmentMessages,RMG_SecurityIsProxied,SecurityUpdateTimestamp,IsFxModel
ccy://RMG/BOCIQD,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCIQD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/THB,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUBN2,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUBN2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TND_SL,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TND_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCUAH,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCUAH""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ESP,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAU2,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAU2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_AED1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_AED1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NOK,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBP3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBP3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_SGD1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_SGD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CUP,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/SCR,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCVND,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCVND""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK4,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCZMK,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCZMK""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DKKUSD,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DKKUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DKK2,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DKK2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNYT,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNYT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HUF3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HUF3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SEK3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SEK3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GHC_SL,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GHC_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PEN3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PEN3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LBP,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/MMK1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MMK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARS_SL,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARS_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNH3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNH3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBND,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBND""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAGB,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAGB""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_IEP1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_IEP1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_ATS1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_ATS1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ATOUSD,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/ATOUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""ATOUSD"" is backfilled or forward filled; earliest time series observation date is 20190423; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NCC,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NCC""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUDUSD,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUDUSD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/FRF,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/MNT1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MNT1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCXPT,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCXPT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCCL1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCL1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SYP,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSGD,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSGD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PXG1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PXG1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/USDC3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USDC3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAAUSD,18,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XAAUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XAAUSD"" is backfilled or forward filled; earliest time series observation date is 20201005; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PLNT,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLNT""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AVX1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AVX1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EGP_SL,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EGP_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_VND1,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_VND1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PYG_SL,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PYG_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/EUR4,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""EUR4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MYO5,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MYO5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAED,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAED""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NOKCurncy,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NOKCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NGN3,18,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NGN3""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-308,18,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-281,18,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
(102457:2583)-326,18,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,"Holding ""(102457:2583)-326"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""75972A301^D [proxy=RMXIX3101223362(1)]"" is backfilled or forward filled; earliest time series observation date is 20120119; latest time series observation date is 20220610; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:23.209277,false
ccy://RMG/BWP_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BWP_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ZAR_SL,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ZAR_SL""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/MDL_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MDL_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/BOCAUA,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAUA""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/CN3N_UAT,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CN3N_UAT""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ECS,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/ABCC,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ABCC""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/JMD_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JMD_TCXF""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/MWK,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.533748500,false
ccy://RMG/AK18,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK18""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/RWF,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_CHF1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_CHF1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ETH2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ETH2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/QR_CHF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""QR_CHF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HRK,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/FXCHF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""FXCHF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/HKD2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""HKD2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XETUSD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/XETUSD"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""XETUSD"" is backfilled or forward filled; earliest time series observation date is 20180208; latest time series observation date is 20221124; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KZT,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/UYU,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/XPD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BRLJEF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BRLJEF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/GBPCurncy,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""GBPCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SLL_TCXF,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SLL_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SGD5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SGD5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_RON1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_RON1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/ARBlueChip,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""ARBlueChip""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KHR,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/INR_SL,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""INR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_UYU1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_UYU1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/RON,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCMY1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCMY1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SZL,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_HRK1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_HRK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/JMD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/JPY4,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""JPY4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AGD3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AGD3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AXS1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AXS1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NTD7,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NTD7""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/DAI1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""DAI1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CNY3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CNY3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_TWD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_TWD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BCC_KZT1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BCC_KZT1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHF,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/CHFCurncy,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CHFCurncy""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AUA2,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUA2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWD,11,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCBGN,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCBGN""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/UNI1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""UNI1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PLN3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PLN3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XPT5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XPT5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCSLV,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCSLV""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/RUB4,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""RUB4""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/XAG3,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""XAG3""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCHKD,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCHKD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BND5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BND5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PHP5,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PHP5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/NZD1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""NZD1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MAT1,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MAT1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCCHB,11,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCCHB""",false,2024-11-20T10:55:10.539884,false
(102457:2583)-332,11,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,"Holding ""(102457:2583)-332"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""966387409^D [proxy=RMXIX3101223362(1)]"" is backfilled or forward filled; earliest time series observation date is 20031119; latest time series observation date is 20220630; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:23.209277,false
(102457:2583)-288,11,2024-09-02,NaN,Error,equityModel,equityModel,N/A,N/A,"Unknown equity time series named ""15136A102""",false,2024-11-20T10:55:23.209277,false
(102457:2583)-314,11,2024-09-02,NaN,Success,equityModel,equityModel,N/A,N/A,,false,2024-11-20T10:55:23.209277,false
ccy://RMG/AUB1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AUB1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/USD1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""USD1""",false,2024-11-20T10:55:10.533748500,false
ccy://RMG/IDR_SL,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IDR_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TRY2,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TRY2""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCGLD,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCGLD""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/SKK_SL,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""SKK_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MNT,1,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/KES_TCXF,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""KES_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/LAK1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""LAK1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TWD8,1,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,"Holding ""ccy://RMG/TWD8"", has filled time series for valuation spec with statistics start date 20230903, statistics end date 20240902, and pricing date 20240902.  Filled time series descriptions:  Time series ""TWD8"" is backfilled or forward filled; earliest time series observation date is 20020703; latest time series observation date is 20111109; time series is flat filled; DATA ON THE PRICING DATE HAS BEEN FILLED FOR THIS TIME SERIES.",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAG1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAG1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCTRY,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCTRY""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/TJS_TCXF,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""TJS_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCAIC,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCAIC""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/KGS,1,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/THB5,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""THB5""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/MXN_SL,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""MXN_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AK27,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""AK27""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/PKR_TCXF,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""PKR_TCXF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/BOCVEF,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BOCVEF""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/CLP_SL,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""CLP_SL""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/IOT1,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""IOT1""",false,2024-11-20T10:55:10.539884,false
ccy://RMG/AOA,1,2024-09-02,NaN,Success,cashModel,cashModel,N/A,N/A,,false,2024-11-20T10:55:10.539884,false
ccy://RMG/BWP_SL,1,2024-09-02,NaN,Error,cashModel,cashModel,N/A,N/A,"Used unpermissioned time series of type Currency named ""BWP_SL""",false,2024-11-20T10:55:10.539884,false
